geneSymbol	pagerank_score
CREB1	0.00020983559847688904
IL33	0.00020974479124768718
KRAS	0.00020966696499756274
HCK	0.00020965762044776424
MADCAM1	0.00020938705372445035
KLRC4-KLRK1	0.000209289979542914
ACKR2	0.00020920242992445437
WDTC1	0.00020918052822560532
ITK	0.0002086244108039739
IRF3	0.00020832330946570196
TNFSF4	0.00020830456110033552
IRF7	0.00020826587059082443
GRB2	0.00020808630583536695
IDO1	0.0002080404096211113
KLRK1	0.00020799948066863215
CD58	0.0002079619829791247
CASP9	0.00020772744227353653
ICOSLG	0.00020768594891454098
LAG3	0.0002076248212663436
CD84	0.00020690649135890753
ITIH4	0.00020657391773878537
IFNAR1	0.00020657206890943732
SELPLG	0.00020645119731868946
EP300	0.00020590183846155342
ACTG1	0.00020582248769609416
PIK3CG	0.0002049937471137076
TIMP1	0.00020498150068158324
LY75	0.00020443164749811113
FLT3LG	0.00020435000260675355
MOG	0.00020380852273182873
SAA1	0.000203482264583501
RHOH	0.00020331395671354025
HGF	0.00020329447508493588
MMP3	0.00020297379455306818
CCL25	0.00020266311249943255
OSM	0.00020228539101684525
CIITA	0.00020220391241677606
MME	0.00020204674640274955
IL16	0.00020200979372269728
IRF5	0.00020192225174069594
MAP2K7	0.00020141822407770878
CCL7	0.00020138237252740463
CXCL3	0.00020133188758240936
IKBKB	0.00020116498692123138
CD1B	0.00020111776315088667
CD79A	0.00020108391481567302
HAVCR2	0.0002010252809431695
CCL11	0.00020051702586712817
TNFAIP3	0.00020028329898425784
IL22	0.00020012375484849512
TNFRSF8	0.00020010646770390262
SOCS1	0.00019984808928831768
BTLA	0.00019948228223611
IL17RA	0.0001991908389848008
KLRD1	0.00019909847913353922
FPR1	0.00019896787454664095
TYROBP	0.0001986660295119166
CD1A	0.00019853292982998185
LAMP1	0.00019843342790725661
MX1	0.00019807902786018403
IFNA1	0.0001978101043540225
CCL27	0.0001973048199657995
FCGR3A	0.0001972633925012058
RELB	0.00019711236336125473
CCL22	0.00019694075301995877
IKBKG	0.00019689859158111638
ICOS	0.00019665146370899736
F2	0.00019656246602036637
IFNB1	0.00019652611354339166
RORC	0.00019611399808694958
POTEF	0.00019569720158348346
CD93	0.0001949007396368672
MCL1	0.00019477271805071195
IL23R	0.0001947251347419779
FGR	0.00019470465684365005
S100A8	0.00019462630061076094
GSK3B	0.00019460551649891835
TNFRSF18	0.00019455560563350397
IL10RB	0.0001944884627209306
IL12RB1	0.00019428948646736546
FPR2	0.00019425305623789777
CCL17	0.0001941042736794264
ICAM3	0.00019400810402999408
CAT	0.00019393416248798025
KLRB1	0.0001937503039001724
IL17F	0.00019349046584765043
CD3D	0.00019328175549931687
CCL4L1	0.0001930367579946822
DDX58	0.0001930135429823498
LCN2	0.00019270334727117627
CD200	0.00019264980278902032
C4A	0.0001925657813013165
CD9	0.0001925303310475857
ENTPD1	0.00019251666859350998
PTPN11	0.00019244251954754442
IFNA2	0.00019234090485709295
PF4	0.0001922901436137485
LTB	0.00019206736767462545
TNFRSF14	0.0001919575459389092
INPP5D	0.0001911236361591479
CCL8	0.00019081861429268742
CXCL6	0.00019072716442935446
B3GAT1	0.00019059661551791243
MAF	0.00018979492526786958
NOD1	0.0001897297283894573
EDN1	0.00018887407066859745
AIF1	0.00018869868304298917
GFAP	0.00018828306243591578
CTSS	0.00018820172291651827
HIF1A	0.00018819233539550895
CD207	0.00018812522209281412
MBP	0.00018794556860369355
EOMES	0.00018773645824862823
LDLR	0.00018757856230081844
CD47	0.00018741728660930606
ERVW-1	0.00018741339445618938
MAP2K1	0.00018716052643246697
IFNGR1	0.00018653895545587683
CCL1	0.0001865311644539869
CCR10	0.00018635897650455196
CD14	0.0001861313977868547
CDKN1B	0.00018593195368769294
CCR4	0.00018575849952235312
WAS	0.00018561135142810203
